articleLink,imageLink,color
http://www.time.com/5421558/us-russian-astronauts-space-station/,https://timedotcom.files.wordpress.com/2018/10/ap18284246812487.jpg?quality=85,Grey
https://www.theyeshivaworld.com/news/general/1603610/us-russian-astronauts-safe-after-failed-launch.html,https://cdn.theyeshivaworld.com/wp-content/uploads/2018/10/AP_18284330820564-Russian-rocket-launch-failure.jpg,Blue
https://www.theyeshivaworld.com/news/general/1603610/us-russian-astronauts-safe-after-failed-launch.html,https://cdn.theyeshivaworld.com/wp-content/uploads/2018/10/AP_18284330820564-Russian-rocket-launch-failure.jpg,Grey
https://www.outerplaces.com/science/item/18944-moon-rocks-puzzle-auction,https://www.outerplaces.com/media/k2/items/cache/d469e8de6ede5fd99fefa0596eb9c178_L.jpg,Black
https://www.outerplaces.com/science/item/18944-moon-rocks-puzzle-auction,https://www.outerplaces.com/media/k2/items/cache/d469e8de6ede5fd99fefa0596eb9c178_L.jpg,Grey
https://wonderfulengineering.com/these-are-the-twitter-accounts-that-are-worth-following-according-to-elon-musk/,https://cdn.wonderfulengineering.com/wp-content/uploads/2018/10/twitter72.jpg,Grey
https://wonderfulengineering.com/these-are-the-twitter-accounts-that-are-worth-following-according-to-elon-musk/,https://cdn.wonderfulengineering.com/wp-content/uploads/2018/10/twitter72.jpg,White
https://wonderfulengineering.com/these-are-the-twitter-accounts-that-are-worth-following-according-to-elon-musk/,https://cdn.wonderfulengineering.com/wp-content/uploads/2018/10/twitter72.jpg,Black
https://www.yahoo.com/news/american-russian-cosmonaut-bound-iss-emergency-landing-rocket-153503713--abc-news-topstories.html,https://s.yimg.com/ny/api/res/1.2/YmxmqS7Z1yo6KNvDclvOfA--~A/YXBwaWQ9aGlnaGxhbmRlcjtzbT0xO3c9ODAwO2lsPXBsYW5l/http://media.zenfs.com/en_us/gma/us.abcnews.go.com/ms10-gty-er-181011_hpMain_16x9_992.jpg,Blue
https://www.bizjournals.com/denver/news/2018/10/11/united-launch-alliance-air-force-rocket-funding.html,https://media.bizj.us/view/img/5616131/screen-shot-2015-04-15-at-44119-pm*1200xx801-451-0-44.png,Black
https://www.bizjournals.com/denver/news/2018/10/11/united-launch-alliance-air-force-rocket-funding.html,https://media.bizj.us/view/img/5616131/screen-shot-2015-04-15-at-44119-pm*1200xx801-451-0-44.png,Grey
https://www.bizjournals.com/orlando/news/2018/10/11/moon-matters-why-nasa-spacex-and-others-are-aiming.html,https://media.bizj.us/view/img/10794775/bob-richards-shooting-for-the-moon-hi-res*1200xx5616-3159-0-293.jpg,Black
https://www.bizjournals.com/orlando/news/2018/10/11/moon-matters-why-nasa-spacex-and-others-are-aiming.html,https://media.bizj.us/view/img/10794775/bob-richards-shooting-for-the-moon-hi-res*1200xx5616-3159-0-293.jpg,Grey
https://www.voanews.com/a/international-students-can-use-us-investor-visa-to-gain-green-card/4609136.html,https://gdb.voanews.com/8AEEE38F-B923-448E-BA1B-42220FB8E198_w250_r1_s.jpg,Black
https://www.voanews.com/a/international-students-can-use-us-investor-visa-to-gain-green-card/4609136.html,https://gdb.voanews.com/8AEEE38F-B923-448E-BA1B-42220FB8E198_w250_r1_s.jpg,Brown
http://www.digitaljournal.com/tech-and-science/technology/three-companies-to-develop-rockets-for-national-security-launches/article/534362,http://www.digitaljournal.com/img/8/4/3/0/8/3/i/4/0/1/p-large/DOD-1.JPG,White
https://www.foxnews.com/science/us-russian-astronauts-make-dangerous-ballistic-re-entry-into-earths-atmosphere-after-rocket-fails,https://a57.foxnews.com/static.foxnews.com/foxnews.com/content/uploads/2018/10/640/320/SCI-Astronauts2.jpg?ve=1&tl=1,Blue
https://www.washingtonpost.com/entertainment/style-invitational-week-1301-tell-us-a-fib/2018/10/11/be684152-cb0d-11e8-920f-dd52e1ae4570_story.html,https://www.washingtonpost.com/resizer/6iBJHb7q8Tz8IMPeR8dbP3yTi3A=/1484x0/arc-anglerfish-washpost-prod-washpost.s3.amazonaws.com/public/34Q2JEWNMAI6RLIKBYA67OR4YE.jpg,White
https://spacenews.com/leosat-diet/,https://spacenews.com/wp-content/uploads/2018/08/LEOSAT-Constellation.-Photo-credit-Thales-Alenia-Spaceportrait-format-879x485.jpg,Black
